Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg26200580__KIAA1838	0.088349	0.54121	0.60086	0.10625	0.0441	0.5301	0.86562	0.10794	0.22641	0.055723	0.26368	0.2079	0.81616	0.078295	0.201	0.054144	0.043291	0.10467	0.23635	0.19128	0.35072	0.21609	0.67654	0.36068	0.034126	0.47975	0.21631	0.044099	0.045766	0.8795	0.10396	0.093177	0.16925	0.084289	0.20762	0.18507
Meth__cg18805835__DNAJC18	0.12948	0.11481	0.95414	0.14752	0.086776	0.11397	0.1322	0.10088	0.12065	0.1004	0.13608	0.05354	0.13219	0.14722	0.12215	0.10302	0.11903	0.1465	0.11253	0.12803	0.13608	0.13197	0.13558	0.10536	0.14619	0.12283	0.12035	0.12324	0.39255	0.12588	0.077873	0.077149	0.15511	0.12423	0.54906	0.92456
Meth__cg16168311__APOA1BP	0.06511	0.022157	0.1571	0.14415	0.085667	0.073387	0.07233	0.88964	0.076569	0.17188	0.07316	0.11225	0.22703	0.050888	0.074836	0.068097	0.093374	0.053693	0.023383	0.10088	0.13527	0.16032	0.064622	0.1014	0.061848	0.078878	0.066501	0.047527	0.027192	0.029414	0.067247	0.03515	0.061897	0.11223	0.041714	0.030127
Meth__cg01655123__PHLDB3	0.029935	0.038159	0.063314	0.031862	0.031234	0.034905	0.036094	0.020769	0.026981	0.035735	0.035365	0.025704	0.062375	0.025838	0.047512	0.03566	0.029912	0.056611	0.032435	0.029861	0.033234	0.032947	0.087199	0.032742	0.05687	0.050785	0.062102	0.029715	0.027562	0.03005	0.035395	0.025994	0.089287	0.032275	0.031743	0.037681
Meth__cg24022829__EIF2AK2	0.034446	0.040496	0.04257	0.032329	0.023174	0.029164	0.037218	0.030927	0.022309	0.036434	0.031708	0.021254	0.075755	0.032784	0.040129	0.035226	0.031498	0.053026	0.025615	0.022603	0.030898	0.034846	0.068579	0.037231	0.033753	0.068525	0.096588	0.023905	0.026224	0.028242	0.02028	0.02499	0.051923	0.027482	0.033233	0.17931
EA_G__MME	3.7488	4.2193	3.9441	5.8745	3.8299	5.8503	3.7392	4.4121	4.1589	3.8756	4.0762	7.8495	4.8749	5.7301	3.9929	4.2718	10.0839	9.1142	5.8842	4.1751	5.6371	10.2583	4.1547	3.6984	3.8362	6.2662	4.2118	10.1735	8.6152	7.2612	4.1969	4.223	3.8639	3.7725	3.6667	4.0496
Meth__cg14696820__LCE1A	0.78181	0.054517	0.65093	0.80997	0.81211	0.070148	0.52188	0.52887	0.48598	0.34674	0.20579	0.60197	0.56735	0.022814	0.40042	0.12982	0.48675	0.073207	0.032323	0.38814	0.58376	0.051905	0.10847	0.63104	0.14728	0.30099	0.11369	0.061383	0.055471	0.047187	0.76557	0.41672	0.28441	0.71889	0.53258	0.65508
Meth__cg15940569__GABRB3	0.85004	0.060566	0.12565	0.83643	0.31995	0.2224	0.45226	0.65178	0.35239	0.11251	0.83161	0.6644	0.15618	0.083212	0.30363	0.71732	0.12087	0.12602	0.087945	0.11579	0.16034	0.6164	0.21775	0.14846	0.19323	0.34838	0.25565	0.095339	0.062286	0.094032	0.098427	0.16701	0.10458	0.14585	0.32489	0.13651
EA_G__TP53I3	7.2072	6.49	7.4101	6.4218	5.7296	6.8989	6.3822	6.593	6.3786	5.8603	7.2299	6.7791	7.2272	7.1261	5.7907	8.2065	6.6747	6.855	7.2216	6.9246	7.2764	7.3061	7.6965	7.3598	5.8916	7.2624	6.6343	7.0675	7.4144	7.4269	5.992	6.3766	10.7347	6.5291	6.4393	6.3972
Meth__cg21604615__SYTL1	0.049234	0.043818	0.052859	0.053432	0.040083	0.88783	0.11371	0.030324	0.03681	0.034803	0.13672	0.042128	0.092811	0.023314	0.039459	0.048319	0.041378	0.10457	0.11946	0.042644	0.043372	0.31129	0.092664	0.56388	0.067274	0.050471	0.16842	0.18171	0.032553	0.058642	0.038108	0.053217	0.070094	0.03813	0.054981	0.034091
Meth__cg05641882__CXCL3	0.025842	0.022631	0.028522	0.32904	0.018493	0.038092	0.032374	0.018958	0.024385	0.038647	0.027441	0.030699	0.046904	0.019019	0.024347	0.027129	0.023914	0.052301	0.027287	0.076162	0.14374	0.021343	0.066354	0.030962	0.043744	0.95386	0.045441	0.020276	0.016547	0.028779	0.026117	0.051229	0.072871	0.049467	0.028253	0.027996
Meth__cg03473294__TASP1	0.029399	0.027847	0.039241	0.029496	0.026338	0.029936	0.040013	0.022289	0.02707	0.03798	0.036389	0.024867	0.078889	0.032557	0.033757	0.032513	0.029901	0.078256	0.039292	0.032476	0.033551	0.040279	0.081692	0.03686	0.04797	0.05626	0.061021	0.032777	0.025064	0.034215	0.026542	0.031132	0.071466	0.041849	0.033843	0.039254
Meth__cg16998207__FCMD	0.042998	0.040061	0.37182	0.044742	0.036873	0.054598	0.054187	0.6661	0.039704	0.041892	0.05184	0.036626	0.07941	0.070724	0.051381	0.053047	0.037049	0.086038	0.14746	0.064897	0.053489	0.046092	0.37929	0.043238	0.12312	0.11899	0.072054	0.037125	0.040297	0.040455	0.040927	0.049718	0.15365	0.050041	0.044553	0.069947
Meth__cg19734228__DAPK1	0.5303	0.071775	0.96214	0.33332	0.19845	0.43517	0.90288	0.03846	0.032479	0.83677	0.7755	0.035752	0.17315	0.42422	0.036508	0.58932	0.031482	0.099833	0.58261	0.60488	0.6733	0.20736	0.74439	0.28333	0.094099	0.17	0.10997	0.031871	0.041292	0.18585	0.25237	0.44707	0.23992	0.037416	0.2504	0.048396
Meth__cg12497564__RBP1	0.59421	0.033832	0.9814	0.15493	0.20944	0.97052	0.6686	0.045582	0.32241	0.071626	0.97191	0.029328	0.71342	0.06021	0.44055	0.61936	0.054065	0.10537	0.5679	0.98018	0.63052	0.11615	0.96143	0.38033	0.048441	0.91041	0.075484	0.17687	0.027015	0.27424	0.95503	0.98211	0.23588	0.040122	0.50324	0.9542
EA_G__C1orf51	6.6892	4.8521	4.8533	4.9008	6.909	7.1082	4.9776	7.7554	7.7689	5.4581	6.7232	6.4007	5.0352	7.3209	6.4645	4.9892	6.6596	6.2282	7.0323	7.0637	7.2549	5.384	4.8587	4.496	6.1472	6.3592	5.1384	4.8005	5.5825	5.0308	6.8162	5.4397	7.092	5.4408	7.2047	6.9766
EA_G__PLEKHF1	7.4184	8.1237	8.7414	6.9307	6.5145	8.5425	8.8365	8.0134	8.6161	9.8494	10.2941	8.3209	8.4518	7.4797	9.1128	7.2758	6.3223	9.4265	7.0371	7.296	6.4505	8.1781	6.6646	7.425	7.6581	7.8301	9.1265	9.9247	7.9336	7.0565	7.1163	7.4911	6.9881	7.1286	7.8614	7.2424
Meth__cg01535453__ACADS	0.50289	0.96803	0.9678	0.92864	0.15151	0.97295	0.10014	0.04812	0.08931	0.21009	0.093761	0.071077	0.93647	0.98089	0.36773	0.072031	0.050949	0.13158	0.048585	0.16734	0.12486	0.11514	0.58504	0.96465	0.097405	0.94702	0.93738	0.1287	0.076404	0.065188	0.090626	0.034667	0.73624	0.062523	0.96573	0.96446
Meth__cg11378840__HHEX	0.036745	0.022116	0.97507	0.82377	0.032911	0.025344	0.046472	0.013242	0.13519	0.019045	0.020028	0.028635	0.42753	0.77269	0.11014	0.72767	0.01928	0.053749	0.89196	0.018111	0.019965	0.027879	0.05382	0.022813	0.053913	0.9639	0.08452	0.02423	0.018088	0.026208	0.01802	0.98396	0.029861	0.022975	0.97911	0.98272
EA_G__SNX16	6.2308	5.2474	5.9227	6.1254	7.0153	7.3142	6.4906	6.6196	6.5556	7.4631	6.0851	5.2323	6.5044	6.7598	6.4397	5.8645	7.391	5.8858	6.9635	5.7581	6.551	6.0499	6.273	6.6847	5.5974	6.0402	4.9804	7.5552	5.9413	5.6479	6.7614	6.0385	6.3755	6.4454	6.699	5.9629
Meth__cg23843812__FLJ43582	0.076205	0.051596	0.064641	0.12175	0.43118	0.48328	0.26401	0.077203	0.036823	0.14489	0.053034	0.35818	0.33311	0.059343	0.051706	0.07426	0.1456	0.22097	0.045782	0.47387	0.37129	0.14663	0.11787	0.31109	0.24535	0.25626	0.087721	0.042347	0.32327	0.052672	0.70902	0.13055	0.11797	0.27829	0.26723	0.50326
Meth__cg08923450__HEY2	0.17844	0.04963	0.057107	0.056345	0.065716	0.21934	0.13343	0.048853	0.05561	0.071616	0.053304	0.12953	0.13601	0.078108	0.057876	0.1308	0.16828	0.092505	0.059382	0.2864	0.12763	0.068422	0.16314	0.052249	0.08939	0.51613	0.070364	0.058329	0.049241	0.062033	0.068795	0.069823	0.12666	0.047159	0.063324	0.053
Meth__cg04545708__C11orf1	0.22763	0.050654	0.084411	0.11331	0.10045	0.054728	0.1412	0.094554	0.072611	0.074086	0.044148	0.039746	0.11744	0.073629	0.053954	0.073154	0.1066	0.11093	0.066547	0.12961	0.21079	0.11032	0.10103	0.092922	0.10179	0.13572	0.17929	0.07332	0.065559	0.71656	0.092651	0.092128	0.20377	0.10531	0.10388	0.1752
Meth__cg02197293__FBXO27	0.17585	0.54089	0.12411	0.92084	0.91488	0.92746	0.91801	0.069474	0.090888	0.86491	0.73878	0.52228	0.85423	0.1705	0.26581	0.91794	0.092248	0.11782	0.27599	0.090925	0.49539	0.93735	0.30155	0.27511	0.287	0.87348	0.3183	0.1284	0.11144	0.87683	0.12801	0.3258	0.1666	0.083194	0.2002	0.79184
Meth__cg13163729__SIX3	0.068506	0.063566	0.86875	0.21311	0.55546	0.84868	0.75208	0.094886	0.049965	0.51796	0.84127	0.057334	0.35537	0.04571	0.063754	0.62234	0.43672	0.10018	0.13257	0.80674	0.83865	0.75055	0.81808	0.34444	0.089934	0.39014	0.11775	0.056727	0.055231	0.089445	0.066464	0.44981	0.07634	0.51021	0.72749	0.54301
Meth__cg25583174__FGF2	0.86374	0.050741	0.93019	0.67454	0.31292	0.054957	0.92587	0.062661	0.072349	0.059154	0.053579	0.067269	0.91654	0.93646	0.063373	0.066831	0.066763	0.098528	0.042283	0.93319	0.93107	0.055539	0.88136	0.93129	0.085882	0.85196	0.16246	0.056818	0.095276	0.035323	0.91474	0.93994	0.86991	0.69382	0.08437	0.2352
Meth__cg21860846__ELK1	0.63821	0.3314	0.028647	0.023581	0.48642	0.017566	0.015924	0.012934	0.65044	0.73132	0.016399	0.55937	0.54004	0.63319	0.60984	0.6707	0.015676	0.44851	0.032348	0.016757	0.018938	0.4738	0.0314	0.60493	0.45449	0.56292	0.50318	0.62262	0.022033	0.60688	0.017033	0.024116	0.022812	0.56139	0.39281	0.018266
Meth__cg23442323__CD109	0.061758	0.36336	0.10117	0.41831	0.059825	0.023196	0.56552	0.026127	0.08461	0.04878	0.065509	0.051757	0.94125	0.086513	0.072719	0.025675	0.020822	0.055695	0.029656	0.15785	0.1555	0.028397	0.49101	0.16909	0.056042	0.82675	0.25007	0.032518	0.025751	0.029799	0.43999	0.58315	0.21758	0.042613	0.19049	0.1871
Meth__cg20312475__GPRC5B	0.037147	0.023013	0.087687	0.04347	0.019049	0.051098	0.041314	0.034256	0.027199	0.033875	0.057044	0.1825	0.15516	0.034421	0.041034	0.044942	0.038273	0.080196	0.03817	0.035852	0.043371	0.054672	0.26898	0.034913	0.057824	0.058294	0.054171	0.032275	0.061541	0.14228	0.068533	0.055072	0.089005	0.046553	0.042524	0.034514
Meth__cg16778809__ADAM23	0.054904	0.052535	0.30946	0.05803	0.039584	0.048434	0.85091	0.04016	0.035604	0.062132	0.043272	0.10192	0.17521	0.87891	0.63291	0.053029	0.047676	0.10314	0.042718	0.73357	0.75368	0.044836	0.69445	0.89314	0.14753	0.87215	0.11177	0.036799	0.068509	0.033786	0.034116	0.74119	0.89144	0.059135	0.097696	0.054338
Meth__cg24434118__TP53INP1	0.11017	0.16287	0.086258	0.16136	0.35394	0.052666	0.12649	0.31356	0.53318	0.093082	0.10429	0.061548	0.29054	0.032055	0.47926	0.94821	0.10191	0.13391	0.037848	0.088269	0.12288	0.07988	0.12492	0.10072	0.052991	0.076078	0.15315	0.33149	0.037373	0.11772	0.041508	0.055684	0.22904	0.041317	0.067422	0.45266
Meth__cg24414089__MRC2	0.054287	0.049567	0.07619	0.069114	0.060796	0.059388	0.066178	0.052741	0.050037	0.057234	0.12092	0.039007	0.16809	0.048741	0.053332	0.052025	0.047219	0.14687	0.049565	0.25649	0.26227	0.067007	0.070522	0.065007	0.068805	0.52122	0.094714	0.052142	0.057153	0.056429	0.055764	0.41426	0.21521	0.069824	0.08141	0.29496
Meth__cg08847636__ZNF442	0.042004	0.084032	0.2314	0.049902	0.029528	0.036807	0.050558	0.7684	0.030901	0.032665	0.23794	0.06067	0.13636	0.026741	0.035152	0.52282	0.035754	0.057785	0.31177	0.22371	0.57871	0.045463	0.642	0.050534	0.073446	0.40959	0.084871	0.046949	0.27031	0.23319	0.023643	0.60822	0.095905	0.043823	0.035053	0.22556
Meth__cg02111587__TACR1	0.11335	0.061584	0.18695	0.16073	0.1069	0.79073	0.38139	0.086204	0.043543	0.060987	0.50152	0.11632	0.23433	0.19193	0.11169	0.16422	0.063329	0.14029	0.054528	0.59042	0.56949	0.12301	0.59629	0.075058	0.09589	0.59539	0.095487	0.061384	0.088456	0.064139	0.1401	0.78516	0.41776	0.090777	0.074779	0.069576
Meth__cg12687215__FAM50A	0.64079	0.016987	0.024084	0.041789	0.34324	0.019896	0.03894	0.19221	0.019849	0.51712	0.022568	0.17109	0.63128	0.018504	0.02574	0.37489	0.31847	0.060629	0.023985	0.58699	0.027132	0.022982	0.066779	0.021768	0.064232	0.14056	0.059128	0.55244	0.021915	0.24498	0.029095	0.16899	0.063775	0.58774	0.2267	0.027241
Meth__cg17206029__KIF4A	0.46393	0.026629	0.073517	0.066622	0.22741	0.033002	0.071927	0.033979	0.12604	0.048901	0.062745	0.077562	0.084495	0.072691	0.08336	0.27931	0.06694	0.072623	0.041141	0.065488	0.075436	0.062813	0.066321	0.071894	0.19305	0.28649	0.066072	0.12832	0.029981	0.39026	0.072407	0.23015	0.35908	0.39901	0.047154	0.045527
Meth__cg26606552__CCDC22	0.5076	0.089099	0.028918	0.54778	0.090195	0.024674	0.081825	0.036246	0.093258	0.32689	0.047243	0.57375	0.16437	0.12978	0.20723	0.13143	0.12244	0.078603	0.02112	0.030842	0.028724	0.10165	0.07237	0.26411	0.13375	0.18605	0.11044	0.051655	0.028413	0.020058	0.38384	0.03385	0.039408	0.397	0.05545	0.030667
Meth__cg17788682__ARNT2	0.04673	0.02679	0.67136	0.080561	0.02358	0.062429	0.047941	0.11497	0.025551	0.032826	0.061323	0.10297	0.78624	0.089198	0.032963	0.20677	0.034312	0.3478	0.021201	0.047365	0.040711	0.030508	0.12113	0.042691	0.048126	0.91291	0.036081	0.039021	0.060064	0.038359	0.040272	0.062113	0.076709	0.029303	0.37019	0.035213
Meth__cg09437522__GNAS	0.025973	0.0093064	0.17219	0.021717	0.019727	0.93471	0.026768	0.024996	0.028118	0.016952	0.022925	0.021692	0.02981	0.013877	0.020105	0.090773	0.4106	0.034796	0.10833	0.01134	0.013943	0.52074	0.93211	0.02187	0.048504	0.041815	0.034373	0.048922	0.03812	0.25625	0.016562	0.011324	0.049074	0.016555	0.026895	0.038832
Meth__cg04112019__IGF2AS	0.26588	0.18084	0.19996	0.20226	0.12886	0.4375	0.73293	0.1425	0.17679	0.17377	0.19098	0.26721	0.25015	0.16801	0.18175	0.18015	0.16534	0.29384	0.17735	0.93673	0.88001	0.17236	0.88841	0.8324	0.21473	0.72873	0.2122	0.14577	0.24014	0.15493	0.15302	0.57836	0.52136	0.1884	0.15621	0.14052
Meth__cg05316065__MLZE	0.059014	0.03928	0.054755	0.34097	0.348	0.87752	0.16273	0.048959	0.09708	0.21504	0.042594	0.016913	0.06867	0.19512	0.10639	0.031956	0.90005	0.12953	0.32574	0.61014	0.59327	0.88427	0.73654	0.32956	0.068568	0.79044	0.10849	0.1218	0.051078	0.079384	0.055807	0.03868	0.22572	0.06117	0.081116	0.11294
Meth__cg10274908__RASA4	0.033065	0.029032	0.056976	0.32103	0.014637	0.027686	0.035978	0.060796	0.021951	0.02512	0.036509	0.022341	0.50348	0.018147	0.023417	0.017589	0.1671	0.079697	0.01646	0.01767	0.033385	0.032712	0.064437	0.24124	0.22534	0.81478	0.041586	0.020729	0.0349	0.01772	0.022167	0.023988	0.050758	0.021444	0.023898	0.025459
Meth__cg26135716__GLUL	0.057922	0.049507	0.62868	0.057467	0.03152	0.82471	0.036177	0.034995	0.030217	0.034009	0.02825	0.018709	0.13931	0.017106	0.029476	0.87979	0.033795	0.055737	0.025681	0.028971	0.051175	0.054559	0.62426	0.030656	0.1079	0.052838	0.08595	0.55547	0.017611	0.049922	0.022008	0.036552	0.054583	0.02825	0.042323	0.035561
Meth__cg03003745__UNQ473	0.023829	0.021727	0.24205	0.03205	0.024317	0.76967	0.032516	0.94579	0.87651	0.028213	0.33372	0.36855	0.11754	0.015164	0.62171	0.24389	0.92538	0.28638	0.020053	0.022614	0.023669	0.83669	0.10883	0.025744	0.030464	0.069658	0.10154	0.58374	0.10797	0.067347	0.027108	0.049721	0.12986	0.020689	0.024956	0.018402
Meth__cg19110523__ADRB2	0.088686	0.060577	0.78505	0.10847	0.83385	0.54839	0.092314	0.054837	0.91311	0.3748	0.89507	0.94718	0.65744	0.50847	0.67749	0.031363	0.13932	0.93108	0.25875	0.088651	0.099612	0.079393	0.045333	0.073206	0.049006	0.86594	0.079473	0.63702	0.035455	0.092911	0.086909	0.94119	0.045059	0.56553	0.82264	0.73407
Meth__cg12970084__ELF3	0.031584	0.025603	0.042586	0.072646	0.2383	0.88281	0.060399	0.038409	0.026411	0.071463	0.027701	0.34476	0.26307	0.058892	0.028613	0.055362	0.80854	0.081488	0.40282	0.16846	0.18852	0.55556	0.82692	0.082049	0.1235	0.17345	0.047718	0.71489	0.040006	0.56674	0.25589	0.041491	0.1368	0.095138	0.10298	0.080519
Meth__cg19278165__DSCR1	0.038947	0.033684	0.63265	0.33829	0.05358	0.024423	0.072283	0.034638	0.031549	0.044172	0.025247	0.053374	0.085199	0.03892	0.037187	0.044546	0.027955	0.053724	0.028362	0.4612	0.34058	0.029243	0.47306	0.0718	0.073494	0.78789	0.049446	0.027261	0.022155	0.028831	0.19937	0.029878	0.12523	0.030788	0.044752	0.0554
Meth__cg19363546__POU2F3	0.68206	0.090929	0.97031	0.46999	0.18748	0.874	0.47312	0.66205	0.053322	0.18715	0.59587	0.74655	0.8082	0.1566	0.057557	0.77491	0.14392	0.13895	0.041158	0.95102	0.94544	0.43179	0.79921	0.54966	0.086911	0.10713	0.099664	0.06837	0.50889	0.12486	0.82054	0.86442	0.11439	0.08038	0.13129	0.29295
Meth__cg08949296__JPH1	0.031822	0.010386	0.042005	0.024501	0.022122	0.98278	0.01979	0.016506	0.027486	0.024796	0.025154	0.030211	0.61899	0.03437	0.026764	0.033821	0.029565	0.080205	0.026789	0.021107	0.031559	0.032714	0.070539	0.031764	0.067624	0.036601	0.028776	0.024932	0.023549	0.029006	0.021277	0.02207	0.032132	0.029134	0.030366	0.028717
Meth__cg05341670__C1orf83	0.032457	0.032204	0.032788	0.030919	0.026852	0.023584	0.046346	0.027604	0.028409	0.033025	0.02767	0.036218	0.044875	0.035596	0.027778	0.034006	0.030929	0.11232	0.025833	0.34227	0.034576	0.028395	0.051939	0.039322	0.076634	0.061073	0.05899	0.031751	0.02974	0.029586	0.027585	0.031597	0.056333	0.036226	0.029954	0.043152
Meth__cg24516061__RGS19	0.027122	0.029934	0.034619	0.037092	0.02345	0.031373	0.032164	0.035328	0.023467	0.030582	0.027194	0.18835	0.22994	0.32158	0.034629	0.042272	0.030496	0.065587	0.019307	0.10563	0.033697	0.095716	0.063735	0.036463	0.064894	0.05774	0.047834	0.026706	0.17071	0.039843	0.034181	0.02888	0.075016	0.043913	0.03319	0.029888
Meth__cg03080985__SH3BGRL2	0.057327	0.057038	0.076841	0.078248	0.066243	0.10615	0.11034	0.038386	0.073289	0.083559	0.14852	0.062398	0.15343	0.075007	0.046712	0.053772	0.080077	0.096702	0.25134	0.054652	0.060842	0.077536	0.15421	0.057264	0.065877	0.13991	0.087833	0.059169	0.048247	0.045056	0.089708	0.55393	0.15317	0.058757	0.075812	0.091967
Meth__cg27601516__JUB	0.064789	0.1093	0.090797	0.14102	0.077558	0.12511	0.14862	0.37695	0.083885	0.086698	0.061891	0.19344	0.1212	0.067699	0.14066	0.19441	0.076446	0.1966	0.085407	0.14808	0.091324	0.12657	0.30739	0.11747	0.18597	0.15223	0.23662	0.062823	0.059324	0.086772	0.11619	0.14074	0.10448	0.063494	0.09724	0.066708
Meth__cg16483916__PLAC2	0.077275	0.062593	0.080461	0.082285	0.038757	0.95649	0.087801	0.097129	0.050623	0.039532	0.12251	0.047206	0.096797	0.025672	0.076176	0.081172	0.17003	0.079127	0.80321	0.027514	0.080213	0.092526	0.85646	0.12691	0.064756	0.11727	0.12985	0.37176	0.28642	0.18452	0.032644	0.49958	0.09085	0.047383	0.045858	0.083556
Meth__cg25456959__ASB12	0.36678	0.08723	0.63935	0.19534	0.11709	0.12259	0.38251	0.5606	0.5598	0.10734	0.66447	0.41109	0.12532	0.21758	0.50335	0.33044	0.3191	0.27728	0.17775	0.23532	0.21251	0.087883	0.24105	0.15867	0.15901	0.1513	0.23349	0.10499	0.10344	0.10394	0.087188	0.15369	0.32658	0.10063	0.17351	0.18332
Meth__cg20595215__LMCD1	0.073024	0.075803	0.072827	0.069549	0.067597	0.62524	0.067081	0.062952	0.076769	0.07819	0.063706	0.13546	0.322	0.053162	0.073904	0.80972	0.047838	0.11905	0.11171	0.070521	0.065876	0.26409	0.12834	0.085737	0.16958	0.17481	0.094455	0.068447	0.088005	0.1438	0.10083	0.070475	0.18543	0.064381	0.063342	0.092156
Meth__cg07764959__SLC43A1	0.066852	0.045045	0.41207	0.07712	0.065354	0.056031	0.16373	0.092659	0.049643	0.052297	0.057481	0.067977	0.11683	0.048166	0.061765	0.081967	0.062517	0.10457	0.045094	0.063123	0.10571	0.063947	0.080515	0.097083	0.091791	0.21264	0.090475	0.040915	0.036328	0.063565	0.065174	0.11316	0.126	0.062827	0.085642	0.071492
Meth__cg20496643__RASL10B	0.037743	0.4722	0.90242	0.062651	0.016694	0.025737	0.39752	0.95832	0.025463	0.06744	0.045898	0.049503	0.84603	0.022164	0.030793	0.84193	0.016766	0.071138	0.32795	0.035076	0.04486	0.036176	0.867	0.059348	0.060034	0.086154	0.44729	0.84804	0.46565	0.068282	0.91485	0.88254	0.055785	0.025328	0.070269	0.031257
Meth__cg17303299__ENO2	0.055227	0.10575	0.94067	0.18668	0.039916	0.12419	0.42435	0.026301	0.053884	0.084266	0.93767	0.20662	0.58554	0.046446	0.057792	0.087436	0.047855	0.081	0.047859	0.24903	0.067347	0.10489	0.19002	0.077578	0.1174	0.11937	0.12272	0.045703	0.14823	0.053887	0.11086	0.72114	0.28309	0.074067	0.060278	0.059177
Meth__cg02100629__AMID	0.058064	0.14488	0.067609	0.50347	0.641	0.47444	0.076793	0.073334	0.20715	0.53243	0.8783	0.084053	0.66032	0.88556	0.21659	0.069338	0.048456	0.087833	0.076896	0.16723	0.091244	0.44802	0.090306	0.11656	0.067336	0.35079	0.20444	0.652	0.087566	0.041923	0.87292	0.041311	0.8988	0.2329	0.19727	0.46314
Meth__cg02657360__H19	0.31964	0.041697	0.23596	0.081668	0.53404	0.69735	0.11566	0.28977	0.076597	0.84892	0.62975	0.87579	0.70408	0.038225	0.070743	0.12836	0.14376	0.12608	0.050652	0.28906	0.3508	0.21727	0.16596	0.096187	0.068258	0.11703	0.089755	0.0349	0.11232	0.045181	0.77887	0.79718	0.12025	0.87963	0.09633	0.053448
Meth__cg24797967__FLJ39739	0.28104	0.10701	0.50104	0.08409	0.1958	0.50792	0.27266	0.089961	0.088113	0.088004	0.13371	0.080948	0.14551	0.56208	0.094581	0.084491	0.087211	0.12968	0.08005	0.21084	0.30622	0.10166	0.18241	0.078473	0.16915	0.69833	0.11196	0.07942	0.075041	0.088802	0.20868	0.60299	0.13749	0.091705	0.26406	0.48258
Meth__cg14837411__RAD51C	0.03087	0.032961	0.035428	0.026811	0.025823	0.23956	0.029644	0.021394	0.031974	0.029882	0.037441	0.033509	0.067725	0.022565	0.038464	0.03876	0.030284	0.082845	0.029864	0.17693	0.18928	0.027162	0.03758	0.023911	0.10136	0.087779	0.071963	0.028663	0.092895	0.042934	0.036041	0.02335	0.048903	0.03335	0.032841	0.033648
Meth__cg08654655__IGSF4B	0.42373	0.025155	0.91636	0.22785	0.12984	0.53515	0.30986	0.13638	0.23961	0.21764	0.1806	0.40395	0.44619	0.02782	0.23952	0.092237	0.13765	0.060916	0.026871	0.12204	0.1122	0.085024	0.13776	0.050765	0.11495	0.23079	0.050937	0.23017	0.24723	0.03488	0.030435	0.14973	0.046091	0.11289	0.20289	0.19258
Meth__cg01200177__POLR2D	0.060931	0.050806	0.098505	0.079664	0.043129	0.27813	0.28154	0.048329	0.096625	0.0442	0.044153	0.24122	0.16511	0.038928	0.10032	0.19468	0.043278	0.096944	0.039129	0.049445	0.044259	0.048878	0.55282	0.26014	0.10013	0.081054	0.067018	0.046471	0.4751	0.71277	0.29053	0.040626	0.11603	0.056833	0.10102	0.21495
Meth__cg04633384__C18orf1	0.034943	0.047332	0.89408	0.10454	0.0679	0.52618	0.043626	0.04692	0.02933	0.048117	0.060234	0.088864	0.62327	0.030256	0.032336	0.021319	0.051882	0.071999	0.027864	0.026565	0.10079	0.043514	0.8844	0.053259	0.050784	0.12473	0.097622	0.024288	0.28659	0.21613	0.040147	0.074763	0.077613	0.053575	0.040699	0.065052
Meth__cg04845628__MINA	0.064484	0.062385	0.059585	0.073643	0.06492	0.051018	0.069007	0.071301	0.072207	0.093574	0.06376	0.079464	0.11215	0.053773	0.14408	0.065518	0.078168	0.1403	0.30256	0.085188	0.068017	0.2375	0.21632	0.10026	0.14768	0.19579	0.10076	0.045847	0.057993	0.18321	0.0871	0.05649	0.07133	0.057936	0.077673	0.075037
Meth__cg04304927__SLC39A8	0.018156	0.016993	0.019768	0.025223	0.015823	0.017997	0.01646	0.016496	0.016423	0.021349	0.019707	0.014631	0.24882	0.014997	0.014532	0.02016	0.014771	0.041986	0.015895	0.018629	0.019878	0.014033	0.030394	0.021817	0.050727	0.036434	0.033814	0.016367	0.015269	0.014296	0.029966	0.42282	0.033867	0.020901	0.020629	0.02025
Meth__cg06336792__CREM	0.032349	0.03686	0.066141	0.041725	0.027534	0.4288	0.03132	0.028291	0.028916	0.032985	0.034089	0.035724	0.073568	0.025457	0.032542	0.029459	0.029551	0.052575	0.024718	0.027014	0.035032	0.035325	0.060072	0.034674	0.0549	0.045023	0.066747	0.025495	0.051929	0.030191	0.037506	0.026569	0.042792	0.036548	0.031227	0.032386
Meth__cg14307212__SLC12A6	0.1437	0.11224	0.10271	0.091001	0.1364	0.88744	0.091767	0.13333	0.82662	0.11609	0.70643	0.18432	0.28056	0.074339	0.71794	0.12697	0.1187	0.16469	0.26249	0.10408	0.13716	0.12159	0.27409	0.15207	0.15793	0.1456	0.22229	0.13886	0.069254	0.12656	0.17593	0.075918	0.12268	0.13587	0.14446	0.10516
