Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB436	MDAMB453	MDAMB468	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg24798047__GOLT1A	0.072984	0.036708	0.72257	0.079727	0.81308	0.041119	0.65836	0.28333	0.098394	0.17523	0.83562	0.85425	0.21446	0.04133	0.14359	0.49943	0.55411	0.80224	0.4827	0.049001	0.074518	0.23209	0.83995	0.039296	0.80353	0.22128	0.20157	0.68445	0.065789	0.8336	0.14739	0.35135	0.83626	0.28397	0.70635	0.13073	0.095624	0.21359	0.053552	0.10004
Meth__cg21675030__ABHD10	0.050169	0.04343	0.051552	0.046873	0.044694	0.06995	0.10448	0.33271	0.047598	0.061673	0.0282	0.061406	0.1162	0.034164	0.038856	0.036218	0.046699	0.073367	0.021631	0.040876	0.050781	0.1158	0.043765	0.021734	0.073472	0.044825	0.058496	0.044882	0.20342	0.049249	0.050735	0.034626	0.036242	0.053516	0.06161	0.049345	0.093676	0.04465	0.054681	0.046443
Meth__cg27226949__EFNB2	0.34681	0.047878	0.051117	0.029719	0.027236	0.040152	0.05235	0.023254	0.029456	0.054772	0.089174	0.029695	0.3382	0.043029	0.035915	0.079622	0.034684	0.041372	0.042941	0.041017	0.052701	0.05472	0.034966	0.087783	0.075505	0.033894	0.083681	0.032255	0.13075	0.05061	0.094885	0.039649	0.045634	0.042103	0.030352	0.084387	0.070327	0.072227	0.050358	0.045077
Meth__cg19110523__ADRB2	0.088686	0.060577	0.10847	0.83385	0.54839	0.092314	0.022394	0.054837	0.91311	0.3748	0.89507	0.94718	0.65744	0.50847	0.67749	0.031363	0.13932	0.93108	0.25875	0.088651	0.099612	0.28453	0.079393	0.0702	0.045333	0.073206	0.049006	0.93039	0.86594	0.086906	0.079473	0.63702	0.035455	0.092911	0.086909	0.94119	0.045059	0.56553	0.82264	0.73407
Meth__cg06744574__C1orf165	0.095178	0.035864	0.081642	0.77574	0.95667	0.96571	0.087481	0.77867	0.032372	0.1612	0.54247	0.97169	0.7422	0.054957	0.039171	0.18079	0.038269	0.13689	0.036204	0.7198	0.72509	0.056003	0.069863	0.71458	0.90867	0.052135	0.069064	0.21214	0.93735	0.52024	0.065274	0.043503	0.25416	0.061792	0.90504	0.97022	0.060586	0.66345	0.83381	0.96226
U133A__KDM2A	7.2137	6.0776	6.8307	6.8577	5.1137	6.4261	5.5977	5.2782	6.9905	5.6064	5.5117	7.0595	4.6201	5.7171	6.8906	5.157	6.1068	5.6614	4.1525	6.0098	5.9119	7.6322	4.4139	6.3875	5.1802	6.2027	8.3951	4.9557	6.7402	5.68	5.0631	4.418	4.6811	4.8195	5.0138	6.2171	6.0868	6.6318	6.6085	7.1312
Meth__cg00666746__SYDE1	0.41238	0.030133	0.66617	0.77062	0.073923	0.94867	0.027552	0.052147	0.036128	0.34151	0.067596	0.032832	0.34307	0.15674	0.043688	0.091044	0.17529	0.024571	0.13046	0.65223	0.57288	0.97031	0.082913	0.3788	0.094208	0.75963	0.13832	0.045614	0.94463	0.031158	0.05243	0.078448	0.021204	0.074675	0.95397	0.93969	0.29767	0.14649	0.041897	0.28929
Meth__cg26359204__NKX6-1	0.58066	0.030883	0.0443	0.042788	0.032764	0.04482	0.05358	0.035977	0.03623	0.046696	0.04915	0.029088	0.1023	0.050034	0.039097	0.030202	0.033083	0.1016	0.031087	0.050071	0.038271	0.050461	0.034357	0.042421	0.55527	0.042135	0.18222	0.039609	0.12852	0.037572	0.065814	0.027112	0.036606	0.03269	0.037171	0.040642	0.060669	0.37331	0.03924	0.045737
Meth__cg01824804__LOX	0.098663	0.18623	0.096379	0.10447	0.065911	0.54058	0.055698	0.087756	0.076542	0.080889	0.12839	0.086953	0.29606	0.045344	0.066946	0.090064	0.081658	0.089896	0.065785	0.43696	0.075304	0.11059	0.088999	0.18014	0.12632	0.07578	0.13436	0.071456	0.50199	0.087979	0.10757	0.067369	0.061463	0.087932	0.29462	0.657	0.14392	0.084681	0.10139	0.11473
Meth__cg02450959__THAP1	0.023988	0.035128	0.033163	0.016339	0.017809	0.025656	0.13208	0.019935	0.01833	0.032689	0.016655	0.027	0.034662	0.014636	0.024376	0.026521	0.016491	0.14971	0.017428	0.027789	0.039968	0.035778	0.021966	0.02788	0.046421	0.020329	0.075742	0.045646	0.062393	0.026616	0.056182	0.024899	0.017232	0.023242	0.02127	0.020193	0.039444	0.024161	0.021151	0.023163
Meth__cg11981631__ABCC8	0.22307	0.047077	0.40566	0.36807	0.9224	0.4353	0.089311	0.60605	0.057564	0.068979	0.75112	0.53101	0.81354	0.49283	0.084677	0.21202	0.086493	0.095734	0.046839	0.52124	0.45973	0.29183	0.33308	0.2973	0.64995	0.12119	0.082704	0.24822	0.80699	0.19242	0.06413	0.035717	0.59081	0.035909	0.28016	0.96007	0.36543	0.093769	0.49287	0.45606
Meth__cg12853521__MC5R	0.41073	0.10372	0.20161	0.15207	0.13804	0.14177	0.35325	0.29266	0.20609	0.10166	0.42574	0.23272	0.71696	0.30715	0.20507	0.42031	0.1143	0.19716	0.1697	0.1841	0.13928	0.19676	0.22421	0.10319	0.58395	0.32816	0.11215	0.52448	0.26812	0.31362	0.14358	0.1886	0.062254	0.084922	0.32427	0.47333	0.15333	0.078726	0.15423	0.25491
U133A__PFDN4	6.2736	8.0407	9.9712	7.5744	7.8459	6.6001	7.1942	7.3549	5.76	8.5312	7.8556	7.8759	7.2268	4.7922	6.9091	7.9864	8.1208	7.2717	7.9155	10.2674	10.3283	7.1502	8.4414	7.3345	8.3553	7.0275	6.9578	7.7535	6.7379	7.1611	8.3906	6.4956	8.1635	7.6051	6.7373	6.3582	7.2095	8.4608	6.8423	7.7724
Meth__cg26196700__SORD	0.037724	0.040032	0.44842	0.048321	0.036282	0.046209	0.025576	0.03503	0.041029	0.044398	0.033939	0.030844	0.042089	0.027314	0.052169	0.041088	0.040197	0.10184	0.038588	0.039934	0.050768	0.048032	0.049898	0.028876	0.06655	0.47007	0.098513	0.031375	0.066187	0.046422	0.080289	0.038564	0.030627	0.036143	0.036813	0.042172	0.083424	0.043981	0.041243	0.039402
Meth__cg08923450__HEY2	0.17844	0.04963	0.056345	0.065716	0.21934	0.13343	0.11192	0.048853	0.05561	0.071616	0.053304	0.12953	0.13601	0.078108	0.057876	0.1308	0.16828	0.092505	0.059382	0.2864	0.12763	0.12642	0.068422	0.12301	0.16314	0.052249	0.08939	0.047528	0.51613	0.10153	0.070364	0.058329	0.049241	0.062033	0.068795	0.069823	0.12666	0.047159	0.063324	0.053
Meth__cg04416752__ST6GALNAC4	0.064354	0.035245	0.81899	0.38997	0.056826	0.13709	0.074037	0.13483	0.43592	0.071802	0.056831	0.84724	0.47171	0.13928	0.40007	0.78969	0.065051	0.10071	0.055751	0.41286	0.29469	0.35996	0.084138	0.15021	0.11282	0.82641	0.11253	0.054573	0.72744	0.67712	0.15955	0.065586	0.042519	0.051094	0.25887	0.066692	0.2224	0.06223	0.076923	0.068644
Meth__cg24428042__ECHDC3	0.034103	0.021128	0.079846	0.034192	0.35796	0.03354	0.1464	0.65695	0.03788	0.034008	0.035395	0.031548	0.052396	0.25889	0.029744	0.035272	0.02347	0.037502	0.029965	0.47989	0.13212	0.02982	0.021427	0.021961	0.051513	0.49846	0.037	0.04578	0.50363	0.042286	0.039191	0.028331	0.014251	0.020479	0.036096	0.02341	0.049725	0.042043	0.048603	0.025464
U133A__ADORA2B	6.2311	6.1615	5.3114	5.5734	8.4773	5.51	7.5576	7.9456	5.3852	6.126	7.0501	7.6821	8.9669	7.12	7.1201	7.0246	7.5635	7.1372	8.0401	6.1847	5.779	5.1524	9.0234	6.3393	8.2953	5.5289	6.2769	7.0087	5.5188	7.702	6.1711	7.4778	6.8111	6.6939	5.2126	5.9435	5.4204	6.5418	6.1897	6.3068
Meth__cg06690633__RAB15	0.067927	0.071977	0.076723	0.049168	0.052152	0.058508	0.066434	0.13551	0.048397	0.06082	0.1005	0.062376	0.08356	0.040954	0.061284	0.062235	0.057964	0.15252	0.045552	0.053361	0.071947	0.057555	0.074693	0.045296	0.49276	0.061061	0.066084	0.057888	0.11937	0.051162	0.11252	0.054297	0.06324	0.072948	0.040933	0.051825	0.074944	0.059226	0.05275	0.058459
Meth__cg22262964__	0.16677	0.03049	0.048651	0.032348	0.050863	0.052001	0.087256	0.059633	0.034382	0.055826	0.045448	0.039554	0.057787	0.030556	0.04279	0.037192	0.032114	0.064622	0.034829	0.031202	0.026587	0.044893	0.079343	0.29822	0.098184	0.075047	0.10033	0.026899	0.068224	0.028643	0.052607	0.02969	0.030238	0.037968	0.047204	0.043387	0.078938	0.071236	0.030977	0.038477
U133A__TESK1	6.1277	6.4533	6.2831	7.0087	6.1632	6.7421	6.238	6.6612	6.773	6.5293	6.5209	5.8371	6.3716	7.4384	10.6915	6.4996	6.3326	7.0714	6.205	6.4097	6.3519	6.8934	6.7607	6.6341	5.7422	7.5346	6.8662	6.654	7.7649	7.5919	6.2511	6.2481	5.9159	6.4373	7.9816	6.8686	6.5403	6.1772	7.1722	6.9118
Meth__cg09313439__CDH2	0.04905	0.051973	0.071059	0.026911	0.037241	0.43563	0.026667	0.053727	0.042396	0.042674	0.08514	0.056068	0.43632	0.029345	0.040529	0.034476	0.043417	0.08269	0.03693	0.32138	0.072896	0.045361	0.045868	0.030781	0.85959	0.05405	0.072712	0.033687	0.085763	0.22099	0.070594	0.031769	0.032431	0.042355	0.034028	0.28694	0.17309	0.18796	0.037456	0.047157
Meth__cg03402876__KCNF1	0.028732	0.030195	0.04606	0.018856	0.49079	0.027917	0.025962	0.1954	0.021686	0.025337	0.041275	0.032113	0.12233	0.017762	0.027487	0.023716	0.03386	0.081247	0.017161	0.022493	0.045445	0.045004	0.042673	0.016701	0.31225	0.035929	0.047794	0.021083	0.33932	0.025701	0.039518	0.026753	0.013348	0.016941	0.0238	0.035482	0.07043	0.02363	0.024147	0.026407
U133A__KYNU	3.1107	7.5015	3.7016	3.7004	4.199	6.8799	3.4469	3.3451	3.3778	5.2812	5.0897	6.6414	8.1632	3.6599	5.8705	8.3008	4.2979	3.6763	3.9397	9.3041	9.2168	3.205	6.7245	6.0479	5.4828	6.253	3.5387	4.3284	3.4423	9.3122	4.7613	3.2793	9.6851	5.4603	3.4978	4.0878	8.121	5.0006	5.7334	3.5004
U133A__CSTA	3.3672	5.2138	4.492	3.8183	4.0291	3.9406	3.9232	3.8298	3.1942	5.5298	4.8696	10.2411	6.2854	4.2378	4.0758	8.8013	5.8523	8.0961	4.0575	4.9609	6.884	3.5562	3.861	9.2798	3.9751	7.9998	4.3999	3.7416	3.701	3.5472	4.7564	4.0488	8.603	4.9863	3.2478	4.8553	4.1182	3.3322	9.6093	3.562
Meth__cg26599006__GSCL	0.97378	0.037262	0.97797	0.79225	0.98012	0.97004	0.27627	0.049961	0.087018	0.05757	0.934	0.1284	0.74007	0.77991	0.081141	0.05373	0.17249	0.075369	0.064538	0.98551	0.96913	0.93074	0.17833	0.98027	0.95432	0.61923	0.49745	0.49021	0.95844	0.36902	0.037927	0.056789	0.088731	0.59034	0.033755	0.98101	0.88365	0.97076	0.47413	0.62849
U133A__ISG15	6.2029	6.9837	5.5449	10.2551	7.848	6.5951	9.5835	8.99	11.005	7.8349	9.826	10.2185	9.9476	12.0484	6.4512	6.7595	8.9387	11.0436	7.8412	7.1602	10.1019	6.9091	10.7759	6.9745	9.7251	7.1162	7.5725	8.273	8.311	11.7544	5.8968	8.9234	8.5587	7.5265	6.4722	6.2122	6.5785	6.7421	5.7411	6.0034
Meth__cg18676679__BANP	0.047315	0.043622	0.032203	0.055861	0.098136	0.046171	0.038262	0.030761	0.042991	0.044334	0.040649	0.04045	0.072864	0.234	0.03304	0.033059	0.032317	0.033639	0.026013	0.039009	0.035645	0.20648	0.049339	0.028215	0.25117	0.36155	0.080698	0.030911	0.059701	0.04542	0.084036	0.024062	0.027124	0.038891	0.048277	0.039014	0.097318	0.045418	0.04398	0.04522
Meth__cg05656364__VAMP8	0.032756	0.02462	0.03436	0.032309	0.87737	0.037741	0.90641	0.020632	0.033704	0.027438	0.029886	0.021282	0.056348	0.022172	0.038239	0.030676	0.25358	0.10565	0.75789	0.037273	0.030579	0.034231	0.85755	0.021661	0.16361	0.026642	0.047084	0.90129	0.16447	0.034712	0.058955	0.83174	0.02615	0.19971	0.029294	0.02251	0.07315	0.03584	0.028255	0.03151
Meth__cg20315136__RGS2	0.34714	0.024956	0.032629	0.012128	0.022671	0.0274	0.10169	0.020005	0.016337	0.031676	0.021671	0.036193	0.38748	0.014034	0.019178	0.017733	0.02519	0.050227	0.017156	0.018101	0.020293	0.033205	0.026784	0.018079	0.064587	0.025258	0.055644	0.018041	0.042553	0.028035	0.035944	0.021286	0.014806	0.018303	0.019318	0.025768	0.079462	0.025405	0.022413	0.01923
Meth__cg21449843__MANBAL	0.03111	0.012847	0.09375	0.024229	0.017744	0.033883	0.078064	0.01641	0.034537	0.033322	0.014601	0.02083	0.43082	0.077562	0.034176	0.040071	0.017441	0.10748	0.28321	0.032449	0.039516	0.030992	0.051208	0.034418	0.06508	0.028254	0.035528	0.054378	0.056682	0.033608	0.022923	0.023313	0.032905	0.039855	0.083916	0.037196	0.067574	0.027529	0.032644	0.036923
Meth__cg03812679__CSF3	0.31543	0.086159	0.11808	0.10262	0.093876	0.21823	0.12195	0.35932	0.096333	0.15717	0.065402	0.59709	0.46168	0.061076	0.11733	0.069737	0.20527	0.20208	0.044062	0.10943	0.13681	0.094154	0.057777	0.19298	0.37961	0.10825	0.088827	0.094231	0.13998	0.20986	0.06407	0.053287	0.064431	0.086831	0.091581	0.37735	0.077835	0.12367	0.078254	0.069548
Meth__cg07212894__SLC38A3	0.030135	0.032714	0.35343	0.41863	0.88295	0.05027	0.7151	0.95157	0.031685	0.032657	0.043102	0.30781	0.73062	0.021479	0.033214	0.54785	0.032773	0.035788	0.020179	0.95029	0.61079	0.044515	0.204	0.085781	0.68475	0.057107	0.068148	0.40332	0.039259	0.03653	0.074212	0.033644	0.025869	0.018141	0.32741	0.62746	0.061604	0.032439	0.25362	0.29665
Meth__cg18468467__CITED1	0.14352	0.021078	0.061741	0.026428	0.023823	0.038405	0.12139	0.038443	0.023705	0.026033	0.032949	0.097962	0.058999	0.016393	0.033304	0.040254	0.032835	0.047756	0.0404	0.082723	0.048451	0.11096	0.028824	0.02069	0.076098	0.057992	0.42299	0.026364	0.42517	0.034977	0.072611	0.050133	0.02959	0.27409	0.043076	0.025366	0.067555	0.036695	0.052665	0.035435
Meth__cg22339278__KIRREL2	0.1998	0.112	0.84286	0.7713	0.39426	0.81804	0.72889	0.87003	0.043471	0.70052	0.38578	0.76127	0.78906	0.21436	0.043995	0.65174	0.30728	0.048021	0.029396	0.86495	0.82313	0.13848	0.76084	0.35901	0.20526	0.601	0.053902	0.56592	0.46348	0.27426	0.069477	0.15133	0.044992	0.029366	0.35968	0.8296	0.32243	0.48461	0.47224	0.72062
Meth__cg17872757__FLI1	0.94165	0.041413	0.95774	0.065722	0.96544	0.93627	0.17927	0.56765	0.048207	0.32282	0.56166	0.046861	0.93154	0.28987	0.3255	0.84973	0.137	0.12549	0.06422	0.9574	0.55428	0.7661	0.076151	0.96972	0.93356	0.93459	0.10955	0.11104	0.94529	0.94233	0.085881	0.088557	0.044315	0.052455	0.89316	0.96249	0.096329	0.96842	0.75987	0.46158
Meth__cg17051321__BNC1	0.45085	0.39084	0.17565	0.10929	0.62397	0.89172	0.049877	0.44196	0.52343	0.35057	0.29887	0.0709	0.9143	0.19189	0.39755	0.74781	0.059286	0.11766	0.4834	0.36821	0.41297	0.50976	0.06867	0.58107	0.87146	0.5197	0.10076	0.057687	0.79931	0.40103	0.12124	0.4026	0.044778	0.054929	0.047233	0.8755	0.3858	0.19108	0.38141	0.44092
Meth__cg07704144__SNPH	0.095289	0.044406	0.052237	0.41148	0.046418	0.49669	0.079412	0.88681	0.045547	0.07937	0.43286	0.059137	0.92046	0.054452	0.056902	0.058156	0.048933	0.092676	0.033999	0.95727	0.55585	0.34827	0.052809	0.053009	0.12111	0.065616	0.071707	0.047168	0.10491	0.05041	0.072628	0.045177	0.060532	0.044009	0.68049	0.96716	0.14121	0.060074	0.16265	0.64025
Meth__cg10839521__FLJ32786	0.055172	0.046084	0.17024	0.034845	0.07914	0.10025	0.046498	0.67953	0.042878	0.054115	0.16402	0.26699	0.12914	0.041868	0.041427	0.046546	0.044874	0.10265	0.041274	0.057993	0.091117	0.045348	0.045955	0.26594	0.14945	0.056286	0.08539	0.051436	0.46908	0.078407	0.06444	0.058051	0.047889	0.084104	0.22492	0.10804	0.078222	0.3592	0.049773	0.055385
Meth__cg23239039__D4S234E	0.27247	0.067075	0.083032	0.076145	0.61407	0.63689	0.12429	0.4718	0.037096	0.17276	0.60941	0.81415	0.67096	0.62527	0.057084	0.056978	0.055353	0.11788	0.065461	0.89065	0.78122	0.10272	0.10139	0.35795	0.8155	0.31564	0.073901	0.078826	0.89537	0.16384	0.095346	0.04205	0.054317	0.077566	0.37528	0.52278	0.43706	0.091181	0.40759	0.42519
Meth__cg16580737__MME	0.062876	0.056435	0.046914	0.044747	0.075803	0.94741	0.084775	0.042135	0.07791	0.051231	0.055253	0.035813	0.70629	0.033282	0.061312	0.05776	0.039454	0.083654	0.055859	0.95476	0.95532	0.78972	0.082003	0.42227	0.93239	0.84918	0.11961	0.04435	0.88218	0.059021	0.1392	0.045568	0.039729	0.038311	0.59763	0.95178	0.82761	0.94433	0.70204	0.81171
Meth__cg04603031__CHRNA3	0.89221	0.049296	0.10712	0.043514	0.77274	0.61724	0.63147	0.20597	0.048354	0.092681	0.55584	0.24605	0.47562	0.051254	0.05023	0.058589	0.12298	0.10561	0.053239	0.21428	0.38427	0.13074	0.070028	0.452	0.89828	0.065112	0.057673	0.26067	0.90678	0.064804	0.081224	0.055732	0.24036	0.23593	0.055866	0.47232	0.092745	0.54032	0.056305	0.072374
Meth__cg17371081__NELL1	0.48992	0.062915	0.94959	0.096318	0.73513	0.93812	0.17054	0.90672	0.038588	0.41408	0.97614	0.14576	0.77466	0.45604	0.26389	0.065425	0.058045	0.062027	0.12107	0.93989	0.92793	0.067043	0.1116	0.61228	0.93392	0.92756	0.31075	0.084651	0.93655	0.88649	0.065572	0.32132	0.66544	0.49753	0.05693	0.9678	0.28423	0.39703	0.35677	0.29461
Meth__cg20691408__FADS3	0.087518	0.31352	0.20667	0.15676	0.71068	0.12306	0.54289	0.10885	0.14362	0.075152	0.54352	0.50962	0.64058	0.10108	0.11553	0.25786	0.17206	0.27957	0.8942	0.07873	0.098925	0.19429	0.37377	0.054369	0.61182	0.12506	0.072936	0.7169	0.10372	0.1849	0.11515	0.058229	0.22139	0.14865	0.17724	0.5148	0.16667	0.063098	0.090255	0.1931
Meth__cg14520892__POLA	0.61299	0.20017	0.04567	0.43403	0.039164	0.060876	0.046583	0.09978	0.065072	0.6517	0.052943	0.76963	0.39867	0.25105	0.0624	0.040861	0.081196	0.48999	0.49548	0.048336	0.065157	0.4987	0.03175	0.48743	0.29449	0.46358	0.39449	0.045704	0.38125	0.04905	0.55582	0.59827	0.066901	0.57106	0.043553	0.016481	0.051443	0.45509	0.36996	0.046401
Meth__cg06577005__DHDDS	0.71863	0.055503	0.30454	0.10177	0.52275	0.31878	0.35429	0.055737	0.077985	0.092941	0.041511	0.14124	0.13012	0.054937	0.062252	0.13297	0.091398	0.039346	0.14943	0.099431	0.23592	0.13483	0.089076	0.04906	0.85323	0.60093	0.058381	0.080993	0.13963	0.1803	0.071293	0.03745	0.32239	0.22277	0.070878	0.072879	0.17279	0.061565	0.085577	0.49144
Meth__cg26952662__CTHRC1	0.6443	0.025066	0.43541	0.27932	0.96249	0.66592	0.97792	0.54812	0.93907	0.028927	0.063012	0.032133	0.23814	0.018059	0.71088	0.75089	0.27105	0.12335	0.83048	0.021442	0.030216	0.13934	0.23937	0.17145	0.9253	0.026449	0.049293	0.72699	0.064728	0.79478	0.063666	0.026654	0.033391	0.95559	0.25214	0.38626	0.93981	0.025756	0.14203	0.94334
Meth__cg08570275__P2RY1	0.09353	0.035141	0.049781	0.022666	0.090626	0.30683	0.038547	0.19275	0.032983	0.019924	0.11384	0.064076	0.05684	0.020878	0.022731	0.027827	0.02738	0.078074	0.023589	0.13794	0.071567	0.033255	0.036124	0.022319	0.45947	0.045188	0.026736	0.023763	0.12117	0.056307	0.044653	0.028443	0.015	0.028591	0.019095	0.016035	0.10064	0.022464	0.024197	0.033257
U133A__FAM129A	5.0158	3.7621	4.3398	5.5046	7.9531	3.6722	7.9585	4.8097	5.2083	5.9292	4.647	6.8051	3.6708	5.0975	5.0773	6.7572	5.0536	8.9458	4.8652	3.935	3.6517	4.1287	6.924	6.5025	6.8604	6.0223	3.8873	5.4843	3.8552	7.359	3.8009	6.1988	6.8953	4.1109	7.0005	4.7178	5.0793	3.9912	6.4028	4.0884
Meth__cg22421766__SCNN1D	0.023313	0.2435	0.80941	0.49045	0.58511	0.47185	0.30493	0.67225	0.016166	0.5296	0.77264	0.33821	0.18249	0.05366	0.051117	0.3333	0.4797	0.040136	0.02321	0.75513	0.73204	0.53839	0.77346	0.82977	0.05274	0.83519	0.13785	0.11283	0.53334	0.15157	0.29092	0.33435	0.021599	0.022187	0.51652	0.37792	0.21398	0.334	0.6232	0.58296
Meth__cg25729068__MTAC2D1	0.043736	0.042711	0.040705	0.062532	0.45352	0.055631	0.21086	0.10696	0.12297	0.04501	0.061615	0.084744	0.16591	0.042383	0.11036	0.043988	0.086904	0.068333	0.045651	0.068149	0.042796	0.059658	0.075656	0.030313	0.24331	0.046327	0.063142	0.085379	0.080898	0.051726	0.0752	0.045063	0.035001	0.058481	0.17736	0.058308	0.025587	0.047828	0.041266	0.21266
Meth__cg03594044__FUT10	0.032977	0.039398	0.33993	0.032945	0.032194	0.046444	0.053672	0.038576	0.033743	0.040569	0.034675	0.069716	0.097058	0.028588	0.040974	0.034703	0.036168	0.067387	0.028233	0.028995	0.044812	0.037254	0.039629	0.029607	0.10988	0.048531	0.051742	0.033154	0.16523	0.044593	0.050386	0.039759	0.02993	0.030488	0.039447	0.029776	0.046701	0.045168	0.030026	0.031076
U133A__LDHB	4.1912	9.5557	7.7198	7.4019	11.1499	3.7442	10.385	10.2809	11.5671	9.3184	11.4528	11.0616	3.5408	6.3778	11.1987	10.7072	11.2496	8.8148	11.0885	3.5489	4.7582	3.8705	10.5632	11.012	11.6052	10.7455	9.8168	11.3903	3.3627	7.3532	10.4303	10.9508	11.7129	11.5033	3.5016	10.3626	4.7713	8.3895	3.3083	3.6779
U133A__RDX	6.2849	7.0989	5.5424	5.2777	9.8431	4.669	7.4389	6.885	8.2381	4.714	7.2261	7.3477	6.6441	3.4463	7.49	6.8925	7.3649	7.5288	7.2916	8.6552	8.7689	3.9994	7.5706	6.3754	7.8273	6.2957	6.3962	7.169	5.5619	7.8498	7.7306	7.8101	6.6603	7.7876	6.3776	7.0507	7.4451	8.1581	6.8784	7.3748
U133A__HSPB8	7.1855	6.051	6.117	10.5584	4.8732	8.9372	5.845	5.2653	5.2554	9.9574	5.3779	7.7295	5.5586	5.8192	5.7058	5.2302	6.0879	4.9705	7.4722	5.9505	7.092	7.9963	5.6915	7.4217	5.354	9.502	7.0711	6.7814	5.3281	5.0287	5.3147	5.3216	5.8513	6.7961	5.3147	8.4231	7.8393	9.15	5.4253	7.0301
Meth__cg04502814__SEPP1	0.068303	0.034453	0.038177	0.038233	0.6125	0.046296	0.38235	0.87369	0.50453	0.048946	0.057913	0.10861	0.72348	0.041923	0.32764	0.26449	0.18164	0.15899	0.074284	0.050389	0.047816	0.04781	0.50368	0.049934	0.5071	0.042484	0.045876	0.93362	0.089701	0.05594	0.069376	0.45658	0.88947	0.10437	0.0547	0.063827	0.045363	0.05983	0.052462	0.067939
Meth__cg05587474__MOV10	0.02592	0.026135	0.024905	0.030152	0.026683	0.02544	0.020366	0.06847	0.029221	0.049511	0.021836	0.030309	0.039859	0.018629	0.031407	0.024234	0.01857	0.050793	0.017382	0.026019	0.032305	0.030862	0.029966	0.061901	0.014328	0.048199	0.10263	0.026034	0.044479	0.026517	0.05229	0.020084	0.032664	0.10463	0.041257	0.02149	0.037336	0.028219	0.14918	0.06921
Meth__cg09400966__PROS1	0.033681	0.030397	0.035427	0.022951	0.029371	0.043783	0.033634	0.4684	0.03261	0.032691	0.030234	0.034005	0.054616	0.018979	0.033914	0.031275	0.029693	0.094853	0.029389	0.031458	0.036843	0.15483	0.040395	0.023129	0.069102	0.035091	0.091394	0.030674	0.5157	0.034148	0.0662	0.029317	0.036885	0.025444	0.024916	0.48734	0.084451	0.03201	0.031797	0.035117
Meth__cg10244047__BAI3	0.062431	0.039404	0.30563	0.090555	0.17229	0.77517	0.066859	0.48937	0.036521	0.053548	0.10701	0.60179	0.48616	0.063689	0.046464	0.035662	0.25856	0.068359	0.67794	0.76925	0.47576	0.7147	0.037732	0.82224	0.12462	0.039589	0.050466	0.0514	0.81237	0.13019	0.070418	0.035878	0.032931	0.095236	0.075597	0.38018	0.12941	0.87038	0.066116	0.046832
Meth__cg14914982__CCND2	0.061675	0.048132	0.061075	0.062889	0.8785	0.74505	0.043195	0.67041	0.13394	0.051903	0.88671	0.3739	0.13623	0.057053	0.11469	0.047951	0.050301	0.128	0.13959	0.086464	0.57455	0.073621	0.061849	0.46169	0.49694	0.053263	0.080646	0.053541	0.83961	0.16563	0.077427	0.040456	0.061111	0.04211	0.040427	0.11545	0.16857	0.064025	0.21992	0.065005
Meth__cg23614979__NAV2	0.066831	0.06306	0.29357	0.11625	0.040339	0.59223	0.038781	0.048904	0.058711	0.87385	0.14444	0.042601	0.30526	0.4261	0.19056	0.041782	0.060536	0.09563	0.040008	0.81271	0.41345	0.056419	0.069758	0.11366	0.067404	0.14085	0.084446	0.04974	0.2202	0.13573	0.11451	0.040182	0.034518	0.045818	0.038146	0.028196	0.096068	0.057895	0.050558	0.053477
Meth__cg24358529__PPIE	0.10525	0.053822	0.074115	0.068723	0.059791	0.11591	0.21839	0.067174	0.044369	0.15436	0.086481	0.055295	0.12157	0.066631	0.055954	0.077934	0.051282	0.15452	0.049248	0.097968	0.10108	0.19698	0.10517	0.074881	0.097925	0.096986	0.096562	0.047516	0.16906	0.092022	0.099145	0.054296	0.05043	0.068466	0.086975	0.048792	0.13338	0.093098	0.59153	0.63759
Meth__cg16691888__LRP2	0.10234	0.083452	0.11679	0.082488	0.1596	0.11542	0.10486	0.068816	0.099468	0.1054	0.13076	0.19194	0.51546	0.16409	0.085162	0.18765	0.06896	0.11247	0.11561	0.70466	0.1535	0.10675	0.13928	0.22279	0.12853	0.15183	0.18056	0.053259	0.21705	0.12549	0.097129	0.073807	0.060766	0.098087	0.10973	0.54842	0.19598	0.12633	0.27962	0.10203
Meth__cg11648289__EN2	0.41535	0.024196	0.051048	0.026702	0.95345	0.87022	0.30645	0.61295	0.31293	0.029082	0.33257	0.052022	0.26502	0.59713	0.19343	0.035601	0.023332	0.057983	0.06395	0.21821	0.22088	0.52354	0.047189	0.97046	0.70672	0.86705	0.053271	0.04085	0.90459	0.039622	0.060351	0.026564	0.022548	0.043228	0.027326	0.36756	0.73945	0.94159	0.071676	0.14375
